"","listing_id","availability_30","price_30","revenue_30"
"534",1786102,30,NA,0
"535",1800191,14,108.125,1730
"536",1803679,29,395,395
"537",1808212,29,369,369
"538",1810641,30,NA,0
"539",1812752,4,164.615384615385,4280
"540",1824651,29,265,265
"541",1839956,20,116.3,1163
"542",1842370,25,503,2515
"543",1842456,15,567.666666666667,8515
"544",1842593,30,NA,0
"545",1843133,30,NA,0
"546",1846075,29,270,270
"547",1852415,30,NA,0
"548",1853223,0,235,7050
"549",1853599,30,NA,0
"550",1855328,28,225,450
"551",1860688,30,NA,0
"552",1862864,14,130,2080
"553",1863137,20,212,2120
"554",1867417,11,195.736842105263,3719
"555",1873788,29,164,164
"556",1875149,11,409,7771
"557",1876151,30,NA,0
"558",1878190,18,186.666666666667,2240
"559",1879209,23,233.142857142857,1632
"560",1879437,0,269.3,8079
"561",1879579,30,NA,0
"562",1882494,30,NA,0
"563",1895368,23,350,2450
"564",1897095,0,247.666666666667,7430
"565",1903625,29,130,130
"566",1905387,0,45,1350
"567",1911011,30,NA,0
"568",1918338,0,280,8400
"569",1919419,1,435.793103448276,12638
"570",1926545,29,440,440
"571",1928498,27,220,660
"572",1929145,30,NA,0
"573",1929405,24,267,1602
"574",1952757,24,75,450
"575",1957818,12,171.111111111111,3080
"576",1959409,3,239.222222222222,6459
"577",1964911,30,NA,0
"578",1971133,29,400,400
"579",1972420,21,100,900
"580",1973077,29,125,125
"581",1981243,30,NA,0
"582",1981897,0,200,6000
"583",1997237,30,NA,0
"584",1997673,12,364.444444444444,6560
"585",2001707,30,NA,0
"586",2005987,22,100,800
"587",2007892,29,65,65
"588",2011062,0,159.666666666667,4790
"589",2011730,26,65,260
"590",2015163,28,319,638
"591",2020652,22,79,632
"592",2044648,9,242.142857142857,5085
"593",2053690,16,1045.5,14637
"594",2054187,20,73.9,739
"595",2063559,28,28,56
"596",2073940,30,NA,0
"597",2084934,28,47,94
"598",2085444,30,NA,0
"599",2093632,30,NA,0
"600",2097942,0,381.366666666667,11441
"601",2099171,30,NA,0
"602",2103785,30,NA,0
"603",2139465,27,240,720
"604",2142945,0,198.666666666667,5960
"605",2157783,29,350,350
"606",2161353,0,115,3450
"607",2174990,0,140,4200
"608",2181525,22,70,560
"609",2181710,30,NA,0
"610",2182117,29,195,195
"611",2182327,20,175,1750
"612",2183052,29,764,764
"613",2183251,0,100,3000
"614",2184827,30,NA,0
"615",2184962,18,2520,30240
"616",2185185,21,123.333333333333,1110
"617",2192878,30,NA,0
"618",2196656,18,90,1080
"619",2202248,0,148,4440
"620",2202385,30,NA,0
"621",2205904,3,205.925925925926,5560
"622",2212519,30,NA,0
"623",2218774,30,NA,0
"624",2227807,30,NA,0
"625",2229878,30,NA,0
"626",2230401,27,99,297
"627",2234479,22,191.25,1530
"628",2237294,20,114,1140
"629",2237499,23,165.714285714286,1160
"630",2239956,22,318,2544
"631",2247198,30,NA,0
"632",2251006,24,175,1050
"633",2258509,28,158,316
"634",2266269,22,42,336
"635",2270034,29,60,60
"636",2272012,29,55,55
"637",2276547,30,NA,0
"638",2277575,28,110,220
"639",2277861,12,237,4266
"640",2290707,22,61.5,492
"641",2294413,19,103.181818181818,1135
"642",2296398,3,28,756
"643",2296437,30,NA,0
"644",2297195,27,275,825
"645",2298348,27,230,690
"646",2305951,23,171,1197
"647",2309034,30,NA,0
"648",2309464,24,37.6666666666667,226
"649",2309633,13,201,3417
"650",2312412,30,NA,0
"651",2313991,7,200,4600
"652",2316777,20,185,1850
"653",2317021,20,65,650
"654",2319380,20,94.5,945
"655",2321002,0,189.1,5673
"656",2322127,20,132.5,1325
"657",2322388,20,132.5,1325
"658",2322501,20,692,6920
"659",2323410,30,NA,0
"660",2323961,29,165,165
"661",2325719,20,185,1850
